YMD,Year,Month,Day,week,week_year,Season_Year,Season,Cell2,EMD,JD,LMB_Spawning,CC_Spawning,NP_Spawning
2013-07-30,2013,7,30,31,31 - 2013,Summer 2013,Summer,Before,During,211,,Spawning,
2013-07-31,2013,7,31,31,31 - 2013,Summer 2013,Summer,Before,During,212,,Spawning,
2013-08-01,2013,8,1,31,31 - 2013,Summer 2013,Summer,Before,During,213,,,
2013-08-02,2013,8,2,31,31 - 2013,Summer 2013,Summer,Before,During,214,,,
2013-08-03,2013,8,3,31,31 - 2013,Summer 2013,Summer,Before,During,215,,,
2013-08-04,2013,8,4,32,32 - 2013,Summer 2013,Summer,Before,During,216,,,
2013-08-05,2013,8,5,32,32 - 2013,Summer 2013,Summer,Before,During,217,,,
2013-08-06,2013,8,6,32,32 - 2013,Summer 2013,Summer,Before,During,218,,,
2013-08-07,2013,8,7,32,32 - 2013,Summer 2013,Summer,Before,During,219,,,
2013-08-08,2013,8,8,32,32 - 2013,Summer 2013,Summer,Before,During,220,,,
2013-08-09,2013,8,9,32,32 - 2013,Summer 2013,Summer,Before,During,221,,,
2013-08-10,2013,8,10,32,32 - 2013,Summer 2013,Summer,Before,During,222,,,
2013-08-11,2013,8,11,33,33 - 2013,Summer 2013,Summer,Before,During,223,,,
2013-08-12,2013,8,12,33,33 - 2013,Summer 2013,Summer,Before,During,224,,,
2013-08-13,2013,8,13,33,33 - 2013,Summer 2013,Summer,Before,During,225,,,
2013-08-14,2013,8,14,33,33 - 2013,Summer 2013,Summer,Before,During,226,,,
2013-08-15,2013,8,15,33,33 - 2013,Summer 2013,Summer,Before,During,227,,,
2013-08-16,2013,8,16,33,33 - 2013,Summer 2013,Summer,Before,During,228,,,
2013-08-17,2013,8,17,33,33 - 2013,Summer 2013,Summer,Before,During,229,,,
2013-08-18,2013,8,18,34,34 - 2013,Summer 2013,Summer,Before,During,230,,,
2013-08-19,2013,8,19,34,34 - 2013,Summer 2013,Summer,Before,During,231,,,
2013-08-20,2013,8,20,34,34 - 2013,Summer 2013,Summer,Before,During,232,,,
2013-08-21,2013,8,21,34,34 - 2013,Summer 2013,Summer,Before,During,233,,,
2013-08-22,2013,8,22,34,34 - 2013,Summer 2013,Summer,Before,During,234,,,
2013-08-23,2013,8,23,34,34 - 2013,Summer 2013,Summer,Before,During,235,,,
2013-08-24,2013,8,24,34,34 - 2013,Summer 2013,Summer,Before,During,236,,,
2013-08-25,2013,8,25,35,35 - 2013,Summer 2013,Summer,Before,During,237,,,
2013-08-26,2013,8,26,35,35 - 2013,Summer 2013,Summer,Before,During,238,,,
2013-08-27,2013,8,27,35,35 - 2013,Summer 2013,Summer,Before,During,239,,,
2013-08-28,2013,8,28,35,35 - 2013,Summer 2013,Summer,Before,During,240,,,
2013-08-29,2013,8,29,35,35 - 2013,Summer 2013,Summer,Before,During,241,,,
2013-08-30,2013,8,30,35,35 - 2013,Summer 2013,Summer,Before,During,242,,,
2013-08-31,2013,8,31,35,35 - 2013,Summer 2013,Summer,Before,During,243,,,
2013-09-01,2013,9,1,36,36 - 2013,Summer 2013,Summer,Before,During,244,,,
2013-09-02,2013,9,2,36,36 - 2013,Summer 2013,Summer,Before,During,245,,,
2013-09-03,2013,9,3,36,36 - 2013,Summer 2013,Summer,Before,During,246,,,
2013-09-04,2013,9,4,36,36 - 2013,Summer 2013,Summer,Before,During,247,,,
2013-09-05,2013,9,5,36,36 - 2013,Summer 2013,Summer,Before,During,248,,,
2013-09-06,2013,9,6,36,36 - 2013,Summer 2013,Summer,Before,During,249,,,
2013-09-07,2013,9,7,36,36 - 2013,Summer 2013,Summer,Before,During,250,,,
2013-09-08,2013,9,8,37,37 - 2013,Summer 2013,Summer,Before,During,251,,,
2013-09-09,2013,9,9,37,37 - 2013,Summer 2013,Summer,Before,During,252,,,
2013-09-10,2013,9,10,37,37 - 2013,Summer 2013,Summer,Before,During,253,,,
2013-09-11,2013,9,11,37,37 - 2013,Summer 2013,Summer,Before,During,254,,,
2013-09-12,2013,9,12,37,37 - 2013,Summer 2013,Summer,Before,During,255,,,
2013-09-13,2013,9,13,37,37 - 2013,Summer 2013,Summer,Before,During,256,,,
2013-09-14,2013,9,14,37,37 - 2013,Summer 2013,Summer,Before,During,257,,,
2013-09-15,2013,9,15,38,38 - 2013,Summer 2013,Summer,Before,During,258,,,
2013-09-16,2013,9,16,38,38 - 2013,Summer 2013,Summer,Before,During,259,,,
2013-09-17,2013,9,17,38,38 - 2013,Summer 2013,Summer,Before,During,260,,,
2013-09-18,2013,9,18,38,38 - 2013,Summer 2013,Summer,Before,During,261,,,
2013-09-19,2013,9,19,38,38 - 2013,Summer 2013,Summer,Before,During,262,,,
2013-09-20,2013,9,20,38,38 - 2013,Summer 2013,Summer,Before,During,263,,,
2013-09-21,2013,9,21,38,38 - 2013,Summer 2013,Summer,Before,During,264,,,
2013-09-22,2013,9,22,39,39 - 2013,Summer 2013,Summer,Before,During,265,,,
2013-09-23,2013,9,23,39,39 - 2013,Summer 2013,Summer,Before,During,266,,,
2013-09-24,2013,9,24,39,39 - 2013,Summer 2013,Summer,Before,During,267,,,
2013-09-25,2013,9,25,39,39 - 2013,Summer 2013,Summer,Before,During,268,,,
2013-09-26,2013,9,26,39,39 - 2013,Summer 2013,Summer,Before,During,269,,,
2013-09-27,2013,9,27,39,39 - 2013,Summer 2013,Summer,Before,During,270,,,
2013-09-28,2013,9,28,39,39 - 2013,Summer 2013,Summer,Before,During,271,,,
2013-09-29,2013,9,29,40,40 - 2013,Summer 2013,Summer,Before,During,272,,,
2013-09-30,2013,9,30,40,40 - 2013,Summer 2013,Summer,Before,During,273,,,
2013-10-01,2013,10,1,40,40 - 2013,Summer 2013,Summer,Before,During,274,,,
2013-10-02,2013,10,2,40,40 - 2013,Summer 2013,Summer,Before,During,275,,,
2013-10-03,2013,10,3,40,40 - 2013,Summer 2013,Summer,Before,During,276,,,
2013-10-04,2013,10,4,40,40 - 2013,Summer 2013,Summer,Before,During,277,,,
2013-10-05,2013,10,5,40,40 - 2013,Summer 2013,Summer,Before,During,278,,,
2013-10-06,2013,10,6,41,41 - 2013,Summer 2013,Summer,Before,During,279,,,
2013-10-07,2013,10,7,41,41 - 2013,Summer 2013,Summer,Before,During,280,,,
2013-10-08,2013,10,8,41,41 - 2013,Summer 2013,Summer,Before,During,281,,,
2013-10-09,2013,10,9,41,41 - 2013,Summer 2013,Summer,Before,During,282,,,
2013-10-10,2013,10,10,41,41 - 2013,Summer 2013,Summer,Before,During,283,,,
2013-10-11,2013,10,11,41,41 - 2013,Summer 2013,Summer,Before,During,284,,,
2013-10-12,2013,10,12,41,41 - 2013,Summer 2013,Summer,Before,During,285,,,
2013-10-13,2013,10,13,42,42 - 2013,Summer 2013,Summer,Before,During,286,,,
2013-10-14,2013,10,14,42,42 - 2013,Summer 2013,Summer,Before,During,287,,,
2013-10-15,2013,10,15,42,42 - 2013,Summer 2013,Summer,Before,During,288,,,
2013-10-16,2013,10,16,42,42 - 2013,Summer 2013,Summer,Before,During,289,,,
2013-10-17,2013,10,17,42,42 - 2013,Summer 2013,Summer,Before,During,290,,,
2013-10-18,2013,10,18,42,42 - 2013,Fall 2013,Fall,Before,During,291,,,
2013-10-19,2013,10,19,42,42 - 2013,Fall 2013,Fall,Before,During,292,,,
2013-10-20,2013,10,20,43,43 - 2013,Fall 2013,Fall,Before,During,293,,,
2013-10-21,2013,10,21,43,43 - 2013,Fall 2013,Fall,Before,During,294,,,
2013-10-22,2013,10,22,43,43 - 2013,Fall 2013,Fall,Before,During,295,,,
2013-10-23,2013,10,23,43,43 - 2013,Fall 2013,Fall,Before,During,296,,,
2013-10-24,2013,10,24,43,43 - 2013,Fall 2013,Fall,Before,During,297,,,
2013-10-25,2013,10,25,43,43 - 2013,Fall 2013,Fall,Before,During,298,,,
2013-10-26,2013,10,26,43,43 - 2013,Fall 2013,Fall,Before,During,299,,,
2013-10-27,2013,10,27,44,44 - 2013,Fall 2013,Fall,Before,During,300,,,
2013-10-28,2013,10,28,44,44 - 2013,Fall 2013,Fall,Before,During,301,,,
2013-10-29,2013,10,29,44,44 - 2013,Fall 2013,Fall,Before,During,302,,,
2013-10-30,2013,10,30,44,44 - 2013,Fall 2013,Fall,Before,During,303,,,
2013-10-31,2013,10,31,44,44 - 2013,Fall 2013,Fall,Before,During,304,,,
2013-11-01,2013,11,1,44,44 - 2013,Fall 2013,Fall,Before,During,305,,,
2013-11-02,2013,11,2,44,44 - 2013,Fall 2013,Fall,Before,During,306,,,
2013-11-03,2013,11,3,45,45 - 2013,Fall 2013,Fall,Before,During,307,,,
2013-11-04,2013,11,4,45,45 - 2013,Fall 2013,Fall,Before,During,308,,,
2013-11-05,2013,11,5,45,45 - 2013,Fall 2013,Fall,Before,During,309,,,
2013-11-06,2013,11,6,45,45 - 2013,Fall 2013,Fall,Before,During,310,,,
2013-11-07,2013,11,7,45,45 - 2013,Fall 2013,Fall,Before,During,311,,,
2013-11-08,2013,11,8,45,45 - 2013,Fall 2013,Fall,Before,During,312,,,
2013-11-09,2013,11,9,45,45 - 2013,Fall 2013,Fall,Before,During,313,,,
2013-11-10,2013,11,10,46,46 - 2013,Fall 2013,Fall,Before,During,314,,,
2013-11-11,2013,11,11,46,46 - 2013,Fall 2013,Fall,Before,During,315,,,
2013-11-12,2013,11,12,46,46 - 2013,Fall 2013,Fall,Before,During,316,,,
2013-11-13,2013,11,13,46,46 - 2013,Fall 2013,Fall,Before,During,317,,,
2013-11-14,2013,11,14,46,46 - 2013,Fall 2013,Fall,Before,During,318,,,
2013-11-15,2013,11,15,46,46 - 2013,Fall 2013,Fall,Before,During,319,,,
2013-11-16,2013,11,16,46,46 - 2013,Fall 2013,Fall,Before,During,320,,,
2013-11-17,2013,11,17,47,47 - 2013,Fall 2013,Fall,Before,During,321,,,
2013-11-18,2013,11,18,47,47 - 2013,Fall 2013,Fall,Before,During,322,,,
2013-11-19,2013,11,19,47,47 - 2013,Winter 2013,Winter,Before,During,323,,,
2013-11-20,2013,11,20,47,47 - 2013,Winter 2013,Winter,Before,During,324,,,
2013-11-21,2013,11,21,47,47 - 2013,Winter 2013,Winter,Before,During,325,,,
2013-11-22,2013,11,22,47,47 - 2013,Winter 2013,Winter,Before,During,326,,,
2013-11-23,2013,11,23,47,47 - 2013,Winter 2013,Winter,Before,During,327,,,
2013-11-24,2013,11,24,48,48 - 2013,Winter 2013,Winter,Before,During,328,,,
2013-11-25,2013,11,25,48,48 - 2013,Winter 2013,Winter,Before,During,329,,,
2013-11-26,2013,11,26,48,48 - 2013,Winter 2013,Winter,Before,During,330,,,
2013-11-27,2013,11,27,48,48 - 2013,Winter 2013,Winter,Before,During,331,,,
2013-11-28,2013,11,28,48,48 - 2013,Winter 2013,Winter,Before,During,332,,,
2013-11-29,2013,11,29,48,48 - 2013,Winter 2013,Winter,Before,During,333,,,
2013-11-30,2013,11,30,48,48 - 2013,Winter 2013,Winter,Before,During,334,,,
2013-12-01,2013,12,1,49,49 - 2013,Winter 2013,Winter,Before,During,335,,,
2013-12-02,2013,12,2,49,49 - 2013,Winter 2013,Winter,Before,During,336,,,
2013-12-03,2013,12,3,49,49 - 2013,Winter 2013,Winter,Before,During,337,,,
2013-12-04,2013,12,4,49,49 - 2013,Winter 2013,Winter,Before,During,338,,,
2013-12-05,2013,12,5,49,49 - 2013,Winter 2013,Winter,Before,During,339,,,
2013-12-06,2013,12,6,49,49 - 2013,Winter 2013,Winter,Before,During,340,,,
2013-12-07,2013,12,7,49,49 - 2013,Winter 2013,Winter,Before,During,341,,,
2013-12-08,2013,12,8,50,50 - 2013,Winter 2013,Winter,Before,During,342,,,
2013-12-09,2013,12,9,50,50 - 2013,Winter 2013,Winter,Before,During,343,,,
2013-12-10,2013,12,10,50,50 - 2013,Winter 2013,Winter,Before,During,344,,,
2013-12-11,2013,12,11,50,50 - 2013,Winter 2013,Winter,Before,During,345,,,
2013-12-12,2013,12,12,50,50 - 2013,Winter 2013,Winter,Before,During,346,,,
2013-12-13,2013,12,13,50,50 - 2013,Winter 2013,Winter,Before,During,347,,,
2013-12-14,2013,12,14,50,50 - 2013,Winter 2013,Winter,Before,During,348,,,
2013-12-15,2013,12,15,51,51 - 2013,Winter 2013,Winter,Before,During,349,,,
2013-12-16,2013,12,16,51,51 - 2013,Winter 2013,Winter,Before,During,350,,,
2013-12-17,2013,12,17,51,51 - 2013,Winter 2013,Winter,Before,During,351,,,
2013-12-18,2013,12,18,51,51 - 2013,Winter 2013,Winter,Before,During,352,,,
2013-12-19,2013,12,19,51,51 - 2013,Winter 2013,Winter,Before,During,353,,,
2013-12-20,2013,12,20,51,51 - 2013,Winter 2013,Winter,Before,During,354,,,
2013-12-21,2013,12,21,51,51 - 2013,Winter 2013,Winter,Before,During,355,,,
2013-12-22,2013,12,22,52,52 - 2013,Winter 2013,Winter,Before,During,356,,,
2013-12-23,2013,12,23,52,52 - 2013,Winter 2013,Winter,Before,During,357,,,
2013-12-24,2013,12,24,52,52 - 2013,Winter 2013,Winter,Before,During,358,,,
2013-12-25,2013,12,25,52,52 - 2013,Winter 2013,Winter,Before,During,359,,,
2013-12-26,2013,12,26,52,52 - 2013,Winter 2013,Winter,Before,During,360,,,
2013-12-27,2013,12,27,52,52 - 2013,Winter 2013,Winter,Before,During,361,,,
2013-12-28,2013,12,28,52,52 - 2013,Winter 2013,Winter,Before,During,362,,,
2013-12-29,2013,12,29,53,53 - 2013,Winter 2013,Winter,Before,During,363,,,
2013-12-30,2013,12,30,53,53 - 2013,Winter 2013,Winter,Before,During,364,,,
2013-12-31,2013,12,31,53,53 - 2013,Winter 2013,Winter,Before,During,365,,,
2014-01-01,2014,1,1,1,1 - 2014,Winter 2013,Winter,Before,During,1,,,
2014-01-02,2014,1,2,1,1 - 2014,Winter 2013,Winter,Before,During,2,,,
2014-01-03,2014,1,3,1,1 - 2014,Winter 2013,Winter,Before,During,3,,,
2014-01-04,2014,1,4,1,1 - 2014,Winter 2013,Winter,Before,During,4,,,
2014-01-05,2014,1,5,2,2 - 2014,Winter 2013,Winter,Before,During,5,,,
2014-01-06,2014,1,6,2,2 - 2014,Winter 2013,Winter,Before,During,6,,,
2014-01-07,2014,1,7,2,2 - 2014,Winter 2013,Winter,Before,During,7,,,
2014-01-08,2014,1,8,2,2 - 2014,Winter 2013,Winter,Before,During,8,,,
2014-01-09,2014,1,9,2,2 - 2014,Winter 2013,Winter,Before,During,9,,,
2014-01-10,2014,1,10,2,2 - 2014,Winter 2013,Winter,Before,During,10,,,
2014-01-11,2014,1,11,2,2 - 2014,Winter 2013,Winter,Before,During,11,,,
2014-01-12,2014,1,12,3,3 - 2014,Winter 2013,Winter,Before,During,12,,,
2014-01-13,2014,1,13,3,3 - 2014,Winter 2013,Winter,Before,During,13,,,
2014-01-14,2014,1,14,3,3 - 2014,Winter 2013,Winter,Before,During,14,,,
2014-01-15,2014,1,15,3,3 - 2014,Winter 2013,Winter,Before,During,15,,,
2014-01-16,2014,1,16,3,3 - 2014,Winter 2013,Winter,Before,During,16,,,
2014-01-17,2014,1,17,3,3 - 2014,Winter 2013,Winter,Before,During,17,,,
2014-01-18,2014,1,18,3,3 - 2014,Winter 2013,Winter,Before,During,18,,,
2014-01-19,2014,1,19,4,4 - 2014,Winter 2013,Winter,Before,During,19,,,
2014-01-20,2014,1,20,4,4 - 2014,Winter 2013,Winter,Before,During,20,,,
2014-01-21,2014,1,21,4,4 - 2014,Winter 2013,Winter,Before,During,21,,,
2014-01-22,2014,1,22,4,4 - 2014,Winter 2013,Winter,Before,During,22,,,
2014-01-23,2014,1,23,4,4 - 2014,Winter 2013,Winter,Before,During,23,,,
2014-01-24,2014,1,24,4,4 - 2014,Winter 2013,Winter,Before,During,24,,,
2014-01-25,2014,1,25,4,4 - 2014,Winter 2013,Winter,Before,During,25,,,
2014-01-26,2014,1,26,5,5 - 2014,Winter 2013,Winter,Before,During,26,,,
2014-01-27,2014,1,27,5,5 - 2014,Winter 2013,Winter,Before,During,27,,,
2014-01-28,2014,1,28,5,5 - 2014,Winter 2013,Winter,Before,During,28,,,
2014-01-29,2014,1,29,5,5 - 2014,Winter 2013,Winter,Before,During,29,,,
2014-01-30,2014,1,30,5,5 - 2014,Winter 2013,Winter,Before,During,30,,,
2014-01-31,2014,1,31,5,5 - 2014,Winter 2013,Winter,Before,During,31,,,
2014-02-01,2014,2,1,5,5 - 2014,Winter 2013,Winter,Before,During,32,,,
2014-02-02,2014,2,2,6,6 - 2014,Winter 2013,Winter,Before,During,33,,,
2014-02-03,2014,2,3,6,6 - 2014,Winter 2013,Winter,Before,During,34,,,
2014-02-04,2014,2,4,6,6 - 2014,Winter 2013,Winter,Before,During,35,,,
2014-02-05,2014,2,5,6,6 - 2014,Winter 2013,Winter,Before,During,36,,,
2014-02-06,2014,2,6,6,6 - 2014,Winter 2013,Winter,Before,During,37,,,
2014-02-07,2014,2,7,6,6 - 2014,Winter 2013,Winter,Before,During,38,,,
2014-02-08,2014,2,8,6,6 - 2014,Winter 2013,Winter,Before,During,39,,,
2014-02-09,2014,2,9,7,7 - 2014,Winter 2013,Winter,Before,During,40,,,
2014-02-10,2014,2,10,7,7 - 2014,Winter 2013,Winter,Before,During,41,,,
2014-02-11,2014,2,11,7,7 - 2014,Winter 2013,Winter,Before,During,42,,,
2014-02-12,2014,2,12,7,7 - 2014,Winter 2013,Winter,Before,During,43,,,
2014-02-13,2014,2,13,7,7 - 2014,Winter 2013,Winter,Before,During,44,,,
2014-02-14,2014,2,14,7,7 - 2014,Winter 2013,Winter,Before,During,45,,,
2014-02-15,2014,2,15,7,7 - 2014,Winter 2013,Winter,Before,During,46,,,
2014-02-16,2014,2,16,8,8 - 2014,Winter 2013,Winter,Before,During,47,,,
2014-02-17,2014,2,17,8,8 - 2014,Winter 2013,Winter,Before,During,48,,,
2014-02-18,2014,2,18,8,8 - 2014,Winter 2013,Winter,Before,During,49,,,
2014-02-19,2014,2,19,8,8 - 2014,Winter 2013,Winter,Before,During,50,,,
2014-02-20,2014,2,20,8,8 - 2014,Winter 2013,Winter,Before,During,51,,,
2014-02-21,2014,2,21,8,8 - 2014,Winter 2013,Winter,Before,During,52,,,
2014-02-22,2014,2,22,8,8 - 2014,Winter 2013,Winter,Before,During,53,,,
2014-02-23,2014,2,23,9,9 - 2014,Winter 2013,Winter,Before,During,54,,,
2014-02-24,2014,2,24,9,9 - 2014,Winter 2013,Winter,Before,During,55,,,
2014-02-25,2014,2,25,9,9 - 2014,Winter 2013,Winter,Before,During,56,,,
2014-02-26,2014,2,26,9,9 - 2014,Winter 2013,Winter,Before,During,57,,,
2014-02-27,2014,2,27,9,9 - 2014,Winter 2013,Winter,Before,During,58,,,
2014-02-28,2014,2,28,9,9 - 2014,Winter 2013,Winter,Before,During,59,,,
2014-03-01,2014,3,1,9,9 - 2014,Winter 2013,Winter,Before,During,60,,,
2014-03-02,2014,3,2,10,10 - 2014,Winter 2013,Winter,Before,During,61,,,
2014-03-03,2014,3,3,10,10 - 2014,Winter 2013,Winter,Before,During,62,,,
2014-03-04,2014,3,4,10,10 - 2014,Winter 2013,Winter,Before,During,63,,,
2014-03-05,2014,3,5,10,10 - 2014,Winter 2013,Winter,Before,During,64,,,
2014-03-06,2014,3,6,10,10 - 2014,Winter 2013,Winter,Before,During,65,,,
2014-03-07,2014,3,7,10,10 - 2014,Winter 2013,Winter,Before,During,66,,,
2014-03-08,2014,3,8,10,10 - 2014,Winter 2013,Winter,Before,During,67,,,
2014-03-09,2014,3,9,11,11 - 2014,Winter 2013,Winter,Before,During,68,,,
2014-03-10,2014,3,10,11,11 - 2014,Winter 2013,Winter,Before,During,69,,,
2014-03-11,2014,3,11,11,11 - 2014,Winter 2013,Winter,Before,During,70,,,
2014-03-12,2014,3,12,11,11 - 2014,Winter 2013,Winter,Before,During,71,,,
2014-03-13,2014,3,13,11,11 - 2014,Winter 2013,Winter,Before,During,72,,,
2014-03-14,2014,3,14,11,11 - 2014,Winter 2013,Winter,Before,During,73,,,
2014-03-15,2014,3,15,11,11 - 2014,Winter 2013,Winter,Before,During,74,,,Spawning
2014-03-16,2014,3,16,12,12 - 2014,Winter 2013,Winter,Before,During,75,,,Spawning
2014-03-17,2014,3,17,12,12 - 2014,Winter 2013,Winter,Before,During,76,,,Spawning
2014-03-18,2014,3,18,12,12 - 2014,Winter 2013,Winter,Before,During,77,,,Spawning
2014-03-19,2014,3,19,12,12 - 2014,Winter 2013,Winter,Before,During,78,,,Spawning
2014-03-20,2014,3,20,12,12 - 2014,Winter 2013,Winter,Before,During,79,,,Spawning
2014-03-21,2014,3,21,12,12 - 2014,Winter 2013,Winter,Before,During,80,,,Spawning
2014-03-22,2014,3,22,12,12 - 2014,Winter 2013,Winter,Before,During,81,,,Spawning
2014-03-23,2014,3,23,13,13 - 2014,Winter 2013,Winter,Before,During,82,,,Spawning
2014-03-24,2014,3,24,13,13 - 2014,Winter 2013,Winter,Before,During,83,,,Spawning
2014-03-25,2014,3,25,13,13 - 2014,Winter 2013,Winter,Before,During,84,,,Spawning
2014-03-26,2014,3,26,13,13 - 2014,Winter 2013,Winter,Before,During,85,,,Spawning
2014-03-27,2014,3,27,13,13 - 2014,Winter 2013,Winter,Before,During,86,,,Spawning
2014-03-28,2014,3,28,13,13 - 2014,Winter 2013,Winter,Before,During,87,,,Spawning
2014-03-29,2014,3,29,13,13 - 2014,Winter 2013,Winter,Before,During,88,,,Spawning
2014-03-30,2014,3,30,14,14 - 2014,Winter 2013,Winter,Before,During,89,,,Spawning
2014-03-31,2014,3,31,14,14 - 2014,Winter 2013,Winter,Before,During,90,,,Spawning
2014-04-01,2014,4,1,14,14 - 2014,Winter 2013,Winter,Before,During,91,,,Spawning
2014-04-02,2014,4,2,14,14 - 2014,Winter 2013,Winter,Before,During,92,,,Spawning
2014-04-03,2014,4,3,14,14 - 2014,Winter 2013,Winter,Before,During,93,,,Spawning
2014-04-04,2014,4,4,14,14 - 2014,Winter 2013,Winter,Before,During,94,,,Spawning
2014-04-05,2014,4,5,14,14 - 2014,Winter 2013,Winter,Before,During,95,,,Spawning
2014-04-06,2014,4,6,15,15 - 2014,Winter 2013,Winter,Before,During,96,,,Spawning
2014-04-07,2014,4,7,15,15 - 2014,Winter 2013,Winter,Before,During,97,,,Spawning
2014-04-08,2014,4,8,15,15 - 2014,Winter 2013,Winter,Before,During,98,,,Spawning
2014-04-09,2014,4,9,15,15 - 2014,Winter 2013,Winter,Before,During,99,,,Spawning
2014-04-10,2014,4,10,15,15 - 2014,Winter 2013,Winter,Before,During,100,,,Spawning
2014-04-11,2014,4,11,15,15 - 2014,Winter 2013,Winter,Before,During,101,,,Spawning
2014-04-12,2014,4,12,15,15 - 2014,Winter 2013,Winter,Before,During,102,,,Spawning
2014-04-13,2014,4,13,16,16 - 2014,Winter 2013,Winter,Before,During,103,,,Spawning
2014-04-14,2014,4,14,16,16 - 2014,Winter 2013,Winter,Before,During,104,,,Spawning
2014-04-15,2014,4,15,16,16 - 2014,Winter 2013,Winter,Before,During,105,,,Spawning
2014-04-16,2014,4,16,16,16 - 2014,Winter 2013,Winter,Before,During,106,,,Spawning
2014-04-17,2014,4,17,16,16 - 2014,Winter 2013,Winter,Before,During,107,,,Spawning
2014-04-18,2014,4,18,16,16 - 2014,Winter 2013,Winter,Before,During,108,,,Spawning
2014-04-19,2014,4,19,16,16 - 2014,Winter 2013,Winter,Before,During,109,,,Spawning
2014-04-20,2014,4,20,17,17 - 2014,Winter 2013,Winter,Before,During,110,,,Spawning
2014-04-21,2014,4,21,17,17 - 2014,Winter 2013,Winter,Before,During,111,,,Spawning
2014-04-22,2014,4,22,17,17 - 2014,Winter 2013,Winter,Before,During,112,,,Spawning
2014-04-23,2014,4,23,17,17 - 2014,Winter 2013,Winter,Before,During,113,,,Spawning
2014-04-24,2014,4,24,17,17 - 2014,Winter 2013,Winter,Before,During,114,,,Spawning
2014-04-25,2014,4,25,17,17 - 2014,Winter 2013,Winter,Before,During,115,,,Spawning
2014-04-26,2014,4,26,17,17 - 2014,Spring 2014,Spring,Before,During,116,,,Spawning
2014-04-27,2014,4,27,18,18 - 2014,Spring 2014,Spring,Before,During,117,,,Spawning
2014-04-28,2014,4,28,18,18 - 2014,Spring 2014,Spring,Before,During,118,,,Spawning
2014-04-29,2014,4,29,18,18 - 2014,Spring 2014,Spring,Before,During,119,,,Spawning
2014-04-30,2014,4,30,18,18 - 2014,Spring 2014,Spring,Before,During,120,,,Spawning
2014-05-01,2014,5,1,18,18 - 2014,Spring 2014,Spring,Before,During,121,Spawning,Spawning,
2014-05-02,2014,5,2,18,18 - 2014,Spring 2014,Spring,Before,During,122,Spawning,Spawning,
2014-05-03,2014,5,3,18,18 - 2014,Spring 2014,Spring,Before,During,123,Spawning,Spawning,
2014-05-04,2014,5,4,19,19 - 2014,Spring 2014,Spring,Before,During,124,Spawning,Spawning,
2014-05-05,2014,5,5,19,19 - 2014,Spring 2014,Spring,Before,During,125,Spawning,Spawning,
2014-05-06,2014,5,6,19,19 - 2014,Spring 2014,Spring,Before,During,126,Spawning,Spawning,
2014-05-07,2014,5,7,19,19 - 2014,Spring 2014,Spring,Before,During,127,Spawning,Spawning,
2014-05-08,2014,5,8,19,19 - 2014,Spring 2014,Spring,Before,During,128,Spawning,Spawning,
2014-05-09,2014,5,9,19,19 - 2014,Spring 2014,Spring,Before,During,129,Spawning,Spawning,
2014-05-10,2014,5,10,19,19 - 2014,Spring 2014,Spring,Before,During,130,Spawning,Spawning,
2014-05-11,2014,5,11,20,20 - 2014,Spring 2014,Spring,Before,During,131,Spawning,Spawning,
2014-05-12,2014,5,12,20,20 - 2014,Spring 2014,Spring,Before,During,132,Spawning,Spawning,
2014-05-13,2014,5,13,20,20 - 2014,Spring 2014,Spring,Before,During,133,Spawning,Spawning,
2014-05-14,2014,5,14,20,20 - 2014,Spring 2014,Spring,Before,During,134,Spawning,Spawning,
2014-05-15,2014,5,15,20,20 - 2014,Spring 2014,Spring,Before,During,135,Spawning,Spawning,
2014-05-16,2014,5,16,20,20 - 2014,Spring 2014,Spring,Before,During,136,Spawning,Spawning,
